Total Counts,Casual User Count,Member User Count,Classic Bike Count,Electric Bike Count,bus,rail_boardings,total_rides,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
60504,14444,46060,31185,29319,3449995,2240998,5690993,51.8,25.400000000000002,75.4,52.9,0.0,999.0,128.8,0.0,7106.9,0.0
80537,24523,56014,39742,40795,3550498,2665312,6215810,68.89999999999999,31.1,115.0,24.6,0.0,1148.0,142.8,0.0,7088.2,0.0
57605,12606,44999,26092,31513,3411387,2293255,5704642,19.4,-7.2,48.8,3.6,0.0,1248.0,135.3,0.0,7135.6,0.0
67873,18087,49786,31621,36252,3124289,2134703,5258992,54.1,19.3,91.2,45.2,0.0,1021.0,137.3,0.0,7084.7,0.0
55246,13786,41460,23662,31584,3428764,2371593,5800357,42.4,21.8,70.6,35.8,0.0,916.0,136.8,0.0,7063.7,0.0
119459,43283,76176,56621,62838,3639378,2413388,6052766,106.5,63.900000000000006,142.2,3.3,0.0,1295.0,113.1,0.0,7067.0,0.0
100221,30039,70182,44508,55713,3700137,2467672,6167809,90.3,52.199999999999996,126.0,3.1,0.0,1305.0,140.9,0.0,7110.6,0.0
105416,34133,71283,47244,58172,3658198,2446732,6104930,95.8,55.099999999999994,128.9,45.199999999999996,0.0,1077.0,145.3,0.0,7115.7,0.0
128759,46149,82610,61162,67597,3776775,2500308,6277083,127.4,85.1,164.5,56.599999999999994,0.0,1110.0,97.5,0.0,7090.1,0.0
124648,45714,78934,63318,61330,3691052,2497257,6188309,120.2,79.0,161.8,43.9,0.0,1178.0,104.39999999999999,0.0,7058.5,0.0
146078,56249,89829,75512,70566,3720725,2582675,6303400,135.5,100.6,173.9,15.299999999999999,0.0,877.0,99.8,0.0,7066.8,0.0
145322,57037,88285,75222,70100,3668060,2649287,6317347,152.5,115.0,189.4,40.3,0.0,1065.0,118.2,0.0,7057.2,0.0
132557,52200,80357,63874,68683,3406224,2374250,5780474,126.5,93.3,162.3,16.7,0.0,988.0,91.89999999999999,0.0,7112.8,0.0
166472,67487,98985,77949,88523,3670790,2657624,6328414,157.2,118.4,198.5,21.1,0.0,1689.0,124.2,0.0,7050.0,0.0
171138,72003,99135,82275,88863,3468157,2596393,6064550,165.9,122.3,209.0,0.5,0.0,1053.0,106.7,0.0,7091.8,0.0
178358,78164,100194,84576,93782,3386006,2550232,5936238,198.0,161.7,234.4,40.6,0.0,1406.0,121.4,0.0,7107.4,0.0
161802,67885,93917,77144,84658,3511315,2610040,6121355,166.9,136.6,192.8,16.7,0.0,1205.0,117.1,0.0,7086.9,0.0
166693,79643,87050,80906,85787,3182893,2326235,5509128,168.8,139.9,202.7,17.5,0.0,1570.0,91.5,0.0,7096.6,0.0
157021,64325,92696,77135,79886,3473002,2493409,5966411,173.5,141.7,202.79999999999998,99.60000000000001,0.0,745.0,80.2,0.0,7103.0,0.0
180622,77278,103344,90373,90249,3510981,2616583,6127564,167.2,134.4,199.0,8.1,0.0,1263.0,83.6,0.0,7109.0,0.0
174237,73443,100794,87196,87041,3522936,2626311,6149247,166.9,133.7,195.0,35.9,0.0,815.0,77.2,0.0,7125.7,0.0
179262,78169,101093,86805,92457,3467889,2904354,6372243,187.1,153.9,223.3,31.5,0.0,1587.0,73.0,0.0,7081.1,0.0
177950,77066,100884,87934,90016,3465094,2682952,6148046,158.8,128.4,188.8,3.3,0.0,1500.0,109.7,0.0,7104.8,0.0
153051,60320,92731,71325,81726,3394081,2564071,5958152,165.4,134.5,197.7,45.0,0.0,1448.0,80.8,0.0,7099.0,0.0
172450,71442,101008,77249,95201,3327394,2343038,5670432,158.1,117.80000000000001,192.8,0.0,0.0,966.0,81.2,0.0,7152.0,0.0
175391,76337,99054,78766,91564,3842181,2758261,6600442,183.0,151.7,217.2,31.3,0.0,1666.0,101.7,0.0,7117.0,0.0
191769,84107,107662,74541,82994,3624917,2615465,6240382,139.4,101.8,174.0,0.0,0.0,1207.0,93.4,0.0,7155.200000000001,0.0
208829,88025,120804,81160,90995,3889081,2753728,6642809,167.0,122.80000000000001,209.5,0.0,279.0,1013.0,80.0,0.0,7127.5,0.0
192916,79723,113193,73782,85223,3894852,2833084,6727936,172.3,129.4,217.7,31.7,0.0,1117.0,66.9,0.0,7094.2,0.0
170123,66596,103527,61112,78888,3787281,2766717,6553998,140.9,122.2,159.5,36.1,0.0,867.0,116.7,0.0,7083.5,0.0
161695,59461,102234,69673,87688,4016863,2746640,6763503,137.4,96.7,172.3,2.5,0.0,1347.0,102.2,0.0,7119.7,0.0
161278,63936,97342,76629,84649,3920583,3112186,7032769,118.8,81.7,157.2,0.0,0.0,1412.0,94.6,0.0,7119.2,0.0
120768,42901,77867,53848,66920,3747354,2763707,6511061,85.0,42.7,125.4,10.6,0.0,1802.0,101.2,0.0,7184.0,0.0
126335,40440,85895,58347,67988,3922435,2702986,6625421,99.9,58.4,138.3,20.1,0.0,1774.0,84.7,0.0,7153.3,0.0
113322,33605,79717,49423,63899,3824351,2602522,6426873,107.89999999999999,73.4,143.2,1.6,0.0,1407.0,147.6,0.0,7127.6,0.0
96656,27311,69345,40904,55752,3649331,2558568,6207899,95.9,76.2,121.2,46.199999999999996,0.0,1667.0,112.9,0.0,7118.1,0.0
93482,25695,67787,43502,49980,3762254,2617533,6379787,71.1,48.3,89.6,10.0,0.0,1499.0,102.2,0.0,7121.8,0.0
69794,17337,52457,31518,38276,3639347,2660594,6299941,55.9,28.2,77.7,21.3,25.0,1633.0,130.1,0.0,7074.5,0.0
36658,8585,28073,15884,20774,2603071,1760166,4363237,-2.999999999999999,-26.6,20.6,0.0,0.0,1789.0,117.89999999999999,0.0,7132.6,0.0
52177,10922,41255,21666,30511,3581407,2441864,6023271,-9.2,-45.1,25.6,0.0,0.0,1750.0,134.8,0.0,7147.0,0.0
46757,9076,37681,19049,27708,3391738,2341068,5732806,-1.0999999999999996,-30.7,22.3,10.200000000000001,0.0,1431.0,116.8,0.0,7158.8,0.0
41952,8189,33763,15970,25982,3392475,2239367,5631842,2.1999999999999993,-23.200000000000003,21.599999999999998,3.9,25.0,1835.0,108.1,0.0,7172.3,0.0
24704,6869,17835,9000,15704,2254811,1387886,3642697,43.1,26.1,56.1,28.2,0.0,856.0,102.0,0.0,7125.6,0.0
28171,6821,21350,10355,17816,833850,566922,1400772,-12.600000000000001,-30.5,7.3,16.8,0.0,1384.0,125.6,0.0,7138.7,0.0
