service_date,day_type,bus,rail_boardings,total_rides
10/31/2020,A,224885,120080,344965
11/01/2020,U,149896,85934,235830
11/02/2020,W,301558,154284,455842
11/03/2020,W,317723,149741,467464
11/04/2020,W,306904,151147,458051
11/05/2020,W,311836,158434,470270
11/06/2020,W,318896,167110,486006
11/07/2020,A,226237,126890,353127
11/08/2020,U,166538,94199,260737
11/09/2020,W,308098,157126,465224
11/10/2020,W,298502,153003,451505
11/11/2020,W,286362,147595,433957
11/12/2020,W,305497,158496,463993
11/13/2020,W,305354,159535,464889
11/14/2020,A,206691,104500,311191
11/15/2020,U,136434,75619,212053
11/16/2020,W,282290,140661,422951
11/17/2020,W,279757,140971,420728
11/18/2020,W,285245,143331,428576
11/19/2020,W,292548,148286,440834
11/20/2020,W,297292,149612,446904
11/21/2020,A,206379,100672,307051
11/22/2020,U,146562,74926,221488
11/23/2020,W,283365,138635,422000
11/24/2020,W,264500,135119,399619
11/25/2020,W,267787,131704,399491
11/26/2020,U,119470,56839,176309
11/27/2020,W,221878,106692,328570
11/28/2020,A,198860,97141,296001
11/29/2020,U,145682,76276,221958
11/30/2020,W,255801,130426,386227
12/01/2020,W,290906,138364,429270
12/02/2020,W,289930,137598,427528
12/03/2020,W,301357,142080,443437
12/04/2020,W,297160,144348,441508
12/05/2020,A,206508,100869,307377
12/06/2020,U,144322,74099,218421
12/07/2020,W,272363,133537,405900
12/08/2020,W,277139,137145,414284
12/09/2020,W,293699,143390,437089
12/10/2020,W,297368,144459,441827
12/11/2020,W,277727,138386,416113
12/12/2020,A,181545,92521,274066
12/13/2020,U,150344,78380,228724
12/14/2020,W,269583,135394,404977
12/15/2020,W,273075,137120,410195
12/16/2020,W,269375,138422,407797
12/17/2020,W,273791,139375,413166
12/18/2020,W,284841,144568,429409
12/19/2020,A,201406,101970,303376
12/20/2020,U,157805,80063,237868
12/21/2020,W,280892,137696,418588
12/22/2020,W,289292,140759,430051
12/23/2020,W,283137,138325,421462
12/24/2020,W,201261,92528,293789
12/25/2020,U,80783,40861,121644
12/26/2020,A,170294,81793,252087
12/27/2020,U,139350,72363,211713
12/28/2020,W,259552,125317,384869
12/29/2020,W,253437,128558,381995
12/30/2020,W,244219,126447,370666
12/31/2020,W,254787,114338,369125
01/01/2021,U,114115,62077,176192
01/02/2021,A,186877,91034,277911
01/03/2021,U,140440,72391,212831
01/04/2021,W,282862,132124,414986
01/05/2021,W,281724,134514,416238
01/06/2021,W,278317,136069,414386
01/07/2021,W,270340,135092,405432
01/08/2021,W,272827,137181,410008
01/09/2021,A,205370,101095,306465
01/10/2021,U,145412,71867,217279
01/11/2021,W,262355,129615,391970
01/12/2021,W,277882,136866,414748
01/13/2021,W,282529,140007,422536
01/14/2021,W,275747,137634,413381
01/15/2021,W,277928,139988,417916
01/16/2021,A,193303,96530,289833
01/17/2021,U,143923,72570,216493
01/18/2021,W,227108,113727,340835
01/19/2021,W,270497,137227,407724
01/20/2021,W,257638,131313,388951
01/21/2021,W,287899,144085,431984
01/22/2021,W,264517,138811,403328
01/23/2021,A,190988,96503,287491
01/24/2021,U,141538,71996,213534
01/25/2021,W,265782,135618,401400
01/26/2021,W,233767,127803,361570
01/27/2021,W,262570,138610,401180
01/28/2021,W,265152,140259,405411
01/29/2021,W,285439,148439,433878
01/30/2021,A,192267,102119,294386
01/31/2021,U,119669,75697,195366
02/01/2021,W,285366,145356,430722
02/02/2021,W,288369,146050,434419
02/03/2021,W,315672,152303,467975
02/04/2021,W,278515,147593,426108
02/05/2021,W,250369,139613,389982
02/06/2021,A,161437,89065,250502
02/07/2021,U,110637,64459,175096
02/08/2021,W,242899,128998,371897
02/09/2021,W,260772,137064,397836
02/10/2021,W,267271,141210,408481
02/11/2021,W,269772,146284,416056
02/12/2021,W,280767,149261,430028
02/13/2021,A,186257,106030,292287
02/14/2021,U,121070,73603,194673
02/15/2021,W,196912,118258,315170
02/16/2021,W,206197,114830,321027
02/17/2021,W,278930,149828,428758
02/18/2021,W,283168,155250,438418
02/19/2021,W,287852,156832,444684
02/20/2021,A,192157,112011,304168
02/21/2021,U,146116,81211,227327
02/22/2021,W,280331,146573,426904
02/23/2021,W,308822,157020,465842
02/24/2021,W,307300,156793,464093
02/25/2021,W,300304,157867,458171
02/26/2021,W,309217,164565,473782
02/27/2021,A,232432,127246,359678
02/28/2021,U,158200,87008,245208
03/01/2021,W,309106,149826,458932
03/02/2021,W,308998,156140,465138
03/03/2021,W,333410,163566,496976
03/04/2021,W,309302,159889,469191
03/05/2021,W,317629,167771,485400
03/06/2021,A,228890,124851,353741
03/07/2021,U,173071,95906,268977
03/08/2021,W,317267,159512,476779
03/09/2021,W,327340,164868,492208
03/10/2021,W,312074,161736,473810
03/11/2021,W,318121,165057,483178
03/12/2021,W,323199,172476,495675
03/13/2021,A,247738,148004,395742
03/14/2021,U,163299,97387,260686
03/15/2021,W,265818,144990,410808
03/16/2021,W,300583,158171,458754
03/17/2021,W,310656,165207,475863
03/18/2021,W,293346,160989,454335
03/19/2021,W,330666,178106,508772
03/20/2021,A,246067,141702,387769
03/21/2021,U,187953,111138,299091
03/22/2021,W,319333,164624,483957
03/23/2021,W,303876,159635,463511
03/24/2021,W,320929,168422,489351
03/25/2021,W,316190,168278,484468
03/26/2021,W,321386,175255,496641
03/27/2021,A,235940,137705,373645
03/28/2021,U,171037,101679,272716
03/29/2021,W,316586,165113,481699
03/30/2021,W,324218,170588,494806
03/31/2021,W,313521,168955,482476
04/01/2021,W,330414,178267,508681
04/02/2021,W,329144,180602,509746
04/03/2021,A,258780,150786,409566
04/04/2021,U,178580,105039,283619
04/05/2021,W,313426,166404,479830
04/06/2021,W,338664,181795,520459
04/07/2021,W,340512,181069,521581
04/08/2021,W,302569,171140,473709
04/09/2021,W,330542,186985,517527
04/10/2021,A,212976,129831,342807
04/11/2021,U,177686,105758,283444
04/12/2021,W,326192,170290,496482
04/13/2021,W,335197,179135,514332
04/14/2021,W,320689,173838,494527
04/15/2021,W,321850,179206,501056
04/16/2021,W,334144,199086,533230
04/17/2021,A,237265,155208,392473
04/18/2021,U,177249,112596,289845
04/19/2021,W,307407,165608,473015
04/20/2021,W,310048,170031,480079
04/21/2021,W,313705,173325,487030
04/22/2021,W,336610,187886,524496
04/23/2021,W,341811,203880,545691
04/24/2021,A,234939,149135,384074
04/25/2021,U,175558,113050,288608
04/26/2021,W,337128,176283,513411
04/27/2021,W,352388,193712,546100
04/28/2021,W,303689,172569,476258
04/29/2021,W,327089,184416,511505
04/30/2021,W,358329,207166,565495
05/01/2021,A,266141,170503,436644
05/02/2021,U,195776,126355,322131
05/03/2021,W,334667,174120,508787
05/04/2021,W,330540,183621,514161
05/05/2021,W,346837,193605,540442
05/06/2021,W,322453,187545,509998
05/07/2021,W,351011,212194,563205
05/08/2021,A,255252,161702,416954
05/09/2021,U,158199,108981,267180
05/10/2021,W,317899,175820,493719
05/11/2021,W,338523,189589,528112
05/12/2021,W,337223,193841,531064
05/13/2021,W,347914,205589,553503
05/14/2021,W,353950,222830,576780
05/15/2021,A,234951,166559,401510
05/16/2021,U,195939,137410,333349
05/17/2021,W,333150,190203,523353
05/18/2021,W,338267,195305,533572
05/19/2021,W,331674,198718,530392
05/20/2021,W,350455,215181,565636
05/21/2021,W,353721,226276,579997
05/22/2021,A,265066,188124,453190
05/23/2021,U,184730,129720,314450
05/24/2021,W,338290,196524,534814
05/25/2021,W,345371,205679,551050
05/26/2021,W,349319,208470,557789
05/27/2021,W,334991,208682,543673
05/28/2021,W,313635,217115,530750
05/29/2021,A,266944,208819,475763
05/30/2021,U,209937,177745,387682
05/31/2021,U,194901,147880,342781
06/01/2021,W,349451,221402,570853
06/02/2021,W,356620,222827,579447
06/03/2021,W,382161,231398,613559
06/04/2021,W,374475,244454,618929
06/05/2021,A,278036,199123,477159
06/06/2021,U,204309,148509,352818
06/07/2021,W,343982,202767,546749
06/08/2021,W,366854,222841,589695
06/09/2021,W,367755,231622,599377
06/10/2021,W,374697,246542,621239
06/11/2021,W,375533,271425,646958
06/12/2021,A,265224,224185,489409
06/13/2021,U,219260,184714,403974
06/14/2021,W,362267,227377,589644
06/15/2021,W,372531,238872,611403
06/16/2021,W,374362,242785,617147
06/17/2021,W,372186,247900,620086
06/18/2021,W,362823,272803,635626
06/19/2021,A,276925,238075,515000
06/20/2021,U,194025,158875,352900
06/21/2021,W,349781,237699,587480
06/22/2021,W,376511,256084,632595
06/23/2021,W,362682,239858,602540
06/24/2021,W,345186,240440,585626
06/25/2021,W,343853,251904,595757
06/26/2021,A,232678,190791,423469
06/27/2021,U,219887,176898,396785
06/28/2021,W,337566,218776,556342
06/29/2021,W,346254,229881,576135
06/30/2021,W,356837,237763,594600
07/01/2021,W,397781,257789,655570
07/02/2021,W,389185,254956,644141
07/03/2021,A,292341,215230,507571
07/04/2021,U,214496,167760,382256
07/05/2021,U,237811,178415,416226
07/06/2021,W,378230,255296,633526
07/07/2021,W,371601,261796,633397
07/08/2021,W,375578,276819,652397
07/09/2021,W,389894,302893,692787
07/10/2021,A,275612,238903,514515
07/11/2021,U,189913,165360,355273
07/12/2021,W,363268,237710,600978
07/13/2021,W,375230,250575,625805
07/14/2021,W,396163,262113,658276
07/15/2021,W,374072,261351,635423
07/16/2021,W,379552,280527,660079
07/17/2021,A,296714,245066,541780
07/18/2021,U,226558,191007,417565
07/19/2021,W,377772,248181,625953
07/20/2021,W,390578,264471,655049
07/21/2021,W,392548,274123,666671
07/22/2021,W,390531,275892,666423
07/23/2021,W,386289,298869,685158
07/24/2021,A,280927,250014,530941
07/25/2021,U,221645,198799,420444
07/26/2021,W,373206,260296,633502
07/27/2021,W,387327,279049,666376
07/28/2021,W,390425,298392,688817
07/29/2021,W,394751,362106,756857
07/30/2021,W,402364,362949,765313
07/31/2021,A,292772,310759,603531
08/01/2021,U,223161,244404,467565
08/02/2021,W,374987,259408,634395
08/03/2021,W,407869,267547,675416
08/04/2021,W,401665,271469,673134
08/05/2021,W,401248,283716,684964
08/06/2021,W,387894,313936,701830
08/07/2021,A,301542,275050,576592
08/08/2021,U,223653,187344,410997
08/09/2021,W,334547,240520,575067
08/10/2021,W,372961,264354,637315
08/11/2021,W,364185,258741,622926
08/12/2021,W,381061,280760,661821
08/13/2021,W,396567,277082,673649
08/14/2021,A,294345,252710,547055
08/15/2021,U,221156,205673,426829
08/16/2021,W,371748,246824,618572
08/17/2021,W,385106,259308,644414
08/18/2021,W,387316,265679,652995
08/19/2021,W,390171,274749,664920
08/20/2021,W,399149,298535,697684
08/21/2021,A,282205,248705,530910
08/22/2021,U,231270,202393,433663
08/23/2021,W,389873,263283,653156
08/24/2021,W,382748,259641,642389
08/25/2021,W,398464,278830,677294
08/26/2021,W,417416,287640,705056
08/27/2021,W,411406,302286,713692
08/28/2021,A,290939,232278,523217
08/29/2021,U,215493,180030,395523
08/30/2021,W,452128,283312,735440
08/31/2021,W,457408,294988,752396
09/01/2021,W,483883,302972,786855
09/02/2021,W,466988,316474,783462
09/03/2021,W,460822,332962,793784
09/04/2021,A,288744,249857,538601
09/05/2021,U,238982,232104,471086
09/06/2021,U,231171,190360,421531
09/07/2021,W,445989,291803,737792
09/08/2021,W,480111,320091,800202
09/09/2021,W,471953,326271,798224
09/10/2021,W,469400,355788,825188
09/11/2021,A,292316,276714,569030
09/12/2021,U,216327,206582,422909
09/13/2021,W,450527,296554,747081
09/14/2021,W,468812,311965,780777
09/15/2021,W,472623,329295,801918
09/16/2021,W,467659,365090,832749
09/17/2021,W,469512,377373,846885
09/18/2021,A,297188,295961,593149
09/19/2021,U,221743,220835,442578
09/20/2021,W,443252,298947,742199
09/21/2021,W,452211,319330,771541
09/22/2021,W,450883,322522,773405
09/23/2021,W,464140,327671,791811
09/24/2021,W,463710,365392,829102
09/25/2021,A,300821,296621,597442
09/26/2021,U,214958,195380,410338
09/27/2021,W,458134,298532,756666
09/28/2021,W,474767,315354,790121
09/29/2021,W,471319,323001,794320
09/30/2021,W,469820,326450,796270
10/01/2021,W,486451,343048,829499
10/02/2021,A,283289,248678,531967
10/03/2021,U,209009,188875,397884
10/04/2021,W,453108,297717,750825
10/05/2021,W,469691,317319,787010
10/06/2021,W,474666,317494,792160
10/07/2021,W,447936,323569,771505
10/08/2021,W,461163,348740,809903
10/09/2021,A,301635,281790,583425
10/10/2021,U,194232,312750,506982
10/11/2021,W,335704,269043,604747
10/12/2021,W,469702,337547,807249
10/13/2021,W,456836,323735,780571
10/14/2021,W,466987,336464,803451
10/15/2021,W,456194,338278,794472
10/16/2021,A,301890,266017,567907
10/17/2021,U,219929,196386,416315
10/18/2021,W,447658,303246,750904
10/19/2021,W,467179,323286,790465
10/20/2021,W,470815,323794,794609
10/21/2021,W,449160,330258,779418
10/22/2021,W,446072,328904,774976
10/23/2021,A,288871,244421,533292
10/24/2021,U,171424,144992,316416
10/25/2021,W,384314,270031,654345
10/26/2021,W,476997,320974,797971
10/27/2021,W,475784,327121,802905
10/28/2021,W,447442,328865,776307
10/29/2021,W,407815,307878,715693
10/30/2021,A,280283,244786,525069
10/31/2021,U,203393,183268,386661
11/01/2021,W,452937,300996,753933
11/02/2021,W,463908,319122,783030
11/03/2021,W,481029,327770,808799
11/04/2021,W,463508,333562,797070
11/05/2021,W,403870,312819,716689
11/06/2021,A,279147,235533,514680
11/07/2021,U,211114,177817,388931
11/08/2021,W,458387,305403,763790
11/09/2021,W,465479,324645,790124
11/10/2021,W,474682,332506,807188
11/11/2021,W,349696,286823,636519
11/12/2021,W,381722,302454,684176
11/13/2021,A,263401,221836,485237
11/14/2021,U,191694,153282,344976
11/15/2021,W,427781,292876,720657
11/16/2021,W,463846,321135,784981
11/17/2021,W,436216,311717,747933
11/18/2021,W,413008,315161,728169
11/19/2021,W,443247,337202,780449
11/20/2021,A,271655,276136,547791
11/21/2021,U,214017,179537,393554
11/22/2021,W,428156,288075,716231
11/23/2021,W,437577,300261,737838
11/24/2021,W,359261,257882,617143
11/25/2021,U,136680,103108,239788
11/26/2021,W,257700,189694,447394
11/27/2021,A,237839,187065,424904
11/28/2021,U,184817,147830,332647
11/29/2021,W,421322,276090,697412
11/30/2021,W,450230,302349,752579
12/01/2021,W,464613,309075,773688
12/02/2021,W,466625,323958,790583
12/03/2021,W,460247,320326,780573
12/04/2021,A,282720,237153,519873
12/05/2021,U,175680,150682,326362
12/06/2021,W,419783,278439,698222
12/07/2021,W,412108,287065,699173
12/08/2021,W,440298,300242,740540
12/09/2021,W,441609,310636,752245
12/10/2021,W,425279,297443,722722
12/11/2021,A,253954,221509,475463
12/12/2021,U,200373,165296,365669
12/13/2021,W,425654,272016,697670
12/14/2021,W,443484,293750,737234
12/15/2021,W,441500,299691,741191
12/16/2021,W,424823,297427,722250
12/17/2021,W,405415,282060,687475
12/18/2021,A,243767,196349,440116
12/19/2021,U,193554,150673,344227
12/20/2021,W,346355,235596,581951
12/21/2021,W,343757,224928,568685
12/22/2021,W,314359,209334,523693
12/23/2021,W,311895,192858,504753
12/24/2021,U,215369,118922,334291
12/25/2021,A,101622,63575,165197
12/26/2021,U,160349,106278,266627
12/27/2021,W,276748,170801,447549
12/28/2021,W,267102,174336,441438
12/29/2021,W,294413,191745,486158
12/30/2021,W,295024,194851,489875
12/31/2021,U,227449,163183,390632
01/01/2022,A,115581,116473,232054
01/02/2022,U,141100,114070,255170
01/03/2022,W,308893,184727,493620
01/04/2022,W,343163,202963,546126
01/05/2022,W,261752,177105,438857
01/06/2022,W,256983,175465,432448
01/07/2022,W,246042,172216,418258
01/08/2022,A,190569,133844,324413
01/09/2022,U,139413,102330,241743
01/10/2022,W,273785,175964,449749
01/11/2022,W,299534,190644,490178
01/12/2022,W,364308,214250,578558
01/13/2022,W,364235,218508,582743
01/14/2022,W,355305,224098,579403
01/15/2022,A,201975,153357,355332
01/16/2022,U,157849,117493,275342
01/17/2022,W,247901,160202,408103
01/18/2022,W,394532,239770,634302
01/19/2022,W,373531,235997,609528
01/20/2022,W,343001,227670,570671
01/21/2022,W,360918,227754,588672
01/22/2022,A,213615,153452,367067
01/23/2022,U,149802,112997,262799
01/24/2022,W,352311,235351,587662
01/25/2022,W,352155,234112,586267
01/26/2022,W,313683,215518,529201
01/27/2022,W,388880,254620,643500
01/28/2022,W,310477,229809,540286
01/29/2022,A,216590,160644,377234
01/30/2022,U,163483,115445,278928
01/31/2022,W,405219,253283,658502
02/01/2022,W,438309,273732,712041
02/02/2022,W,252363,189573,441936
02/03/2022,W,342011,232018,574029
02/04/2022,W,391793,263572,655365
02/05/2022,A,222874,169731,392605
02/06/2022,U,179811,125211,305022
02/07/2022,W,405768,257867,663635
02/08/2022,W,431086,280312,711398
02/09/2022,W,433494,283336,716830
02/10/2022,W,426111,284248,710359
02/11/2022,W,413489,269373,682862
02/12/2022,A,236977,177109,414086
02/13/2022,U,175728,133282,309010
02/14/2022,W,400492,260703,661195
02/15/2022,W,434683,282736,717419
02/16/2022,W,436057,286506,722563
02/17/2022,W,365062,260175,625237
02/18/2022,W,383850,268927,652777
02/19/2022,A,228190,179991,408181
02/20/2022,U,193971,146532,340503
02/21/2022,W,330376,219366,549742
02/22/2022,W,402852,275702,678554
02/23/2022,W,434639,288569,723208
02/24/2022,W,417551,290246,707797
02/25/2022,W,411882,278287,690169
02/26/2022,A,260161,190557,450718
02/27/2022,U,197978,139377,337355
02/28/2022,W,437269,272433,709702
03/01/2022,W,471547,297951,769498
03/02/2022,W,461679,304639,766318
03/03/2022,W,450905,301344,752249
03/04/2022,W,437164,288975,726139
03/05/2022,A,291281,221714,512995
03/06/2022,U,194300,141976,336276
03/07/2022,W,399383,261592,660975
03/08/2022,W,464441,303631,768072
03/09/2022,W,466984,310336,777320
03/10/2022,W,444721,310435,755156
03/11/2022,W,422764,294476,717240
03/12/2022,A,247872,287526,535398
03/13/2022,U,200879,168821,369700
03/14/2022,W,448558,294168,742726
03/15/2022,W,463215,322609,785824
03/16/2022,W,479823,333597,813420
03/17/2022,W,463068,336933,800001
03/18/2022,W,404540,292739,697279
03/19/2022,A,250839,203842,454681
03/20/2022,U,220280,183597,403877
03/21/2022,W,459452,286077,745529
03/22/2022,W,432916,290803,723719
03/23/2022,W,411053,285528,696581
03/24/2022,W,452116,279960,732076
03/25/2022,W,431829,290569,722398
03/26/2022,A,242199,191025,433224
03/27/2022,U,193217,147865,341082
03/28/2022,W,443113,283316,726429
03/29/2022,W,459127,310432,769559
03/30/2022,W,425844,299471,725315
03/31/2022,W,446918,313624,760542
04/01/2022,W,484903,314610,799513
04/02/2022,A,264044,194383,458427
04/03/2022,U,218901,153875,372776
04/04/2022,W,457452,291019,748471
04/05/2022,W,482775,326164,808939
04/06/2022,W,470573,327753,798326
04/07/2022,W,468788,346853,815641
04/08/2022,W,398017,301320,699337
04/09/2022,A,283129,232566,515695
04/10/2022,U,221977,184272,406249
04/11/2022,W,388543,276040,664583
04/12/2022,W,426444,323042,749486
04/13/2022,W,375870,290641,666511
04/14/2022,W,408379,316347,724726
04/15/2022,W,367610,276605,644215
04/16/2022,A,274093,216395,490488
04/17/2022,U,183837,139738,323575
04/18/2022,W,416359,279342,695701
04/19/2022,W,461501,324667,786168
04/20/2022,W,453943,322677,776620
04/21/2022,W,455139,339779,794918
04/22/2022,W,414144,295319,709463
04/23/2022,A,312128,278763,590891
04/24/2022,U,192744,162462,355206
04/25/2022,W,454532,293934,748466
04/26/2022,W,476474,323321,799795
04/27/2022,W,473316,325530,798846
04/28/2022,W,461751,329024,790775
04/29/2022,W,472802,324138,796940
04/30/2022,A,260440,208693,469133
05/01/2022,U,209565,167306,376871
05/02/2022,W,456676,288292,744968
05/03/2022,W,427088,304189,731277
05/04/2022,W,500429,344233,844662
05/05/2022,W,464544,329241,793785
05/06/2022,W,429700,298387,728087
05/07/2022,A,308573,262869,571442
05/08/2022,U,204641,167467,372108
05/09/2022,W,456324,296458,752782
05/10/2022,W,487603,334899,822502
05/11/2022,W,481802,332548,814350
05/12/2022,W,475308,345676,820984
05/13/2022,W,470223,332657,802880
05/14/2022,A,303044,249361,552405
05/15/2022,U,210931,171982,382913
05/16/2022,W,460986,304494,765480
05/17/2022,W,479630,337079,816709
05/18/2022,W,452731,322841,775572
05/19/2022,W,486489,351429,837918
05/20/2022,W,458078,321127,779205
05/21/2022,A,258763,218972,477735
05/22/2022,U,221756,193002,414758
05/23/2022,W,456515,297901,754416
05/24/2022,W,484351,336010,820361
05/25/2022,W,461780,319883,781663
05/26/2022,W,467853,332069,799922
05/27/2022,W,435553,299737,735290
05/28/2022,A,299533,280228,579761
05/29/2022,U,239199,246793,485992
05/30/2022,U,235865,210421,446286
05/31/2022,W,468550,326376,794926
06/01/2022,W,496766,346924,843690
06/02/2022,W,492400,355544,847944
06/03/2022,W,494862,353934,848796
06/04/2022,A,298993,261915,560908
06/05/2022,U,230730,216530,447260
06/06/2022,W,437910,291922,729832
06/07/2022,W,492774,348945,841719
06/08/2022,W,454093,328980,783073
06/09/2022,W,488146,359630,847776
06/10/2022,W,450488,327910,778398
06/11/2022,A,311911,264509,576420
06/12/2022,U,224348,193587,417935
06/13/2022,W,433682,306621,740303
06/14/2022,W,467146,345831,812977
06/15/2022,W,435538,338852,774390
06/16/2022,W,441821,351622,793443
06/17/2022,W,438575,356445,795020
06/18/2022,A,316980,307051,624031
06/19/2022,U,227181,226033,453214
06/20/2022,W,365955,257700,623655
06/21/2022,W,427588,321100,748688
06/22/2022,W,444712,335641,780353
06/23/2022,W,442860,345391,788251
06/24/2022,W,429666,353308,782974
06/25/2022,A,276951,259318,536269
06/26/2022,U,228786,301320,530106
06/27/2022,W,416606,298347,714953
06/28/2022,W,445097,348827,793924
06/29/2022,W,448310,350300,798610
06/30/2022,W,434307,354302,788609
07/01/2022,W,427111,319073,746184
07/02/2022,A,314971,271980,586951
07/03/2022,U,234889,221003,455892
07/04/2022,U,201272,158486,359758
07/05/2022,W,400714,283797,684511
07/06/2022,W,438241,315347,753588
07/07/2022,W,444168,331132,775300
07/08/2022,W,414527,323371,737898
07/09/2022,A,314661,288100,602761
07/10/2022,U,228764,208566,437330
07/11/2022,W,411177,289480,700657
07/12/2022,W,460573,351612,812185
07/13/2022,W,462243,357923,820166
07/14/2022,W,459272,364927,824199
07/15/2022,W,385035,307877,692912
07/16/2022,A,306271,295499,601770
07/17/2022,U,212995,208264,421259
07/18/2022,W,432780,299248,732028
07/19/2022,W,453338,335621,788959
07/20/2022,W,455439,338205,793644
07/21/2022,W,445763,342598,788361
07/22/2022,W,426586,323821,750407
07/23/2022,A,275396,265291,540687
07/24/2022,U,209703,202481,412184
07/25/2022,W,423680,314719,738399
07/26/2022,W,460649,352662,813311
07/27/2022,W,446320,340006,786326
07/28/2022,W,448728,380517,829245
07/29/2022,W,430804,378849,809653
07/30/2022,A,304052,327388,631440
07/31/2022,U,224307,252781,477088
08/01/2022,W,433904,304820,738724
08/02/2022,W,451890,335737,787627
08/03/2022,W,430236,321771,752007
08/04/2022,W,449161,341966,791127
08/05/2022,W,445484,357462,802946
08/06/2022,A,302707,280369,583076
08/07/2022,U,202042,193344,395386
08/08/2022,W,381427,286194,667621
08/09/2022,W,454272,352582,806854
08/10/2022,W,455381,346182,801563
08/11/2022,W,444736,337937,782673
08/12/2022,W,430652,320260,750912
08/13/2022,A,295364,253835,549199
08/14/2022,U,214683,189154,403837
08/15/2022,W,422612,312773,735385
08/16/2022,W,445900,335456,781356
08/17/2022,W,451427,335610,787037
08/18/2022,W,447149,343155,790304
08/19/2022,W,446821,359501,806322
08/20/2022,A,276088,263681,539769
08/21/2022,U,235253,221628,456881
08/22/2022,W,484550,322408,806958
08/23/2022,W,510024,370191,880215
08/24/2022,W,509522,369646,879168
08/25/2022,W,491181,367289,858470
08/26/2022,W,495636,347989,843625
08/27/2022,A,313588,249105,562693
08/28/2022,U,219848,188705,408553
08/29/2022,W,453804,307410,761214
08/30/2022,W,524895,366870,891765
08/31/2022,W,521586,366459,888045
09/01/2022,W,526641,371181,897822
09/02/2022,W,507102,361289,868391
09/03/2022,A,329125,291196,620321
09/04/2022,U,229381,227410,456791
09/05/2022,U,236613,180944,417557
09/06/2022,W,523472,365689,889161
09/07/2022,W,534473,388259,922732
09/08/2022,W,529691,391210,920901
09/09/2022,W,506174,373012,879186
09/10/2022,A,328476,293144,621620
09/11/2022,U,180862,175036,355898
09/12/2022,W,480954,342767,823721
09/13/2022,W,527850,390462,918312
09/14/2022,W,531662,395177,926839
09/15/2022,W,526216,409158,935374
09/16/2022,W,508567,431965,940532
09/17/2022,A,333893,324035,657928
09/18/2022,U,237991,241024,479015
09/19/2022,W,495344,350160,845504
09/20/2022,W,522109,387279,909388
09/21/2022,W,537697,392818,930515
09/22/2022,W,530009,398846,928855
09/23/2022,W,458882,354789,813671
09/24/2022,A,320145,265000,585145
09/25/2022,U,229013,196621,425634
09/26/2022,W,497354,338256,835610
09/27/2022,W,527776,392549,920325
09/28/2022,W,530749,399004,929753
09/29/2022,W,521049,399396,920445
09/30/2022,W,517079,372584,889663
10/01/2022,A,331991,278557,610548
10/02/2022,U,230938,198343,429281
10/03/2022,W,522157,347552,869709
10/04/2022,W,539617,387120,926737
10/05/2022,W,535091,386695,921786
10/06/2022,W,528937,407379,936316
10/07/2022,W,497726,385824,883550
10/08/2022,A,327134,300298,627432
10/09/2022,U,207502,351798,559300
10/10/2022,W,413126,332397,745523
10/11/2022,W,516976,397158,914134
10/12/2022,W,497854,384939,882793
10/13/2022,W,533103,420167,953270
10/14/2022,W,501494,372144,873638
10/15/2022,A,325294,272080,597374
10/16/2022,U,227365,191906,419271
10/17/2022,W,470688,332889,803577
10/18/2022,W,499407,372296,871703
10/19/2022,W,525153,378834,903987
10/20/2022,W,507374,383470,890844
10/21/2022,W,462718,343986,806704
10/22/2022,A,328599,254638,583237
10/23/2022,U,239284,189552,428836
10/24/2022,W,499098,342781,841879
10/25/2022,W,478171,370030,848201
10/26/2022,W,539425,393904,933329
10/27/2022,W,528826,395129,923955
10/28/2022,W,501985,352842,854827
10/29/2022,A,311437,254149,565586
10/30/2022,U,217204,177961,395165
10/31/2022,W,454862,318942,773804
11/01/2022,W,535639,378179,913818
11/02/2022,W,532834,379413,912247
11/03/2022,W,540308,389939,930247
11/04/2022,W,489779,345651,835430
11/05/2022,A,271210,239302,510512
11/06/2022,U,237292,195418,432710
11/07/2022,W,502205,345095,847300
11/08/2022,W,445547,343165,788712
11/09/2022,W,524300,382075,906375
11/10/2022,W,534931,396488,931419
11/11/2022,W,458476,329637,788113
11/12/2022,A,283958,233513,517471
11/13/2022,U,216386,184686,401072
11/14/2022,W,479311,330831,810142
11/15/2022,W,482772,363154,845926
11/16/2022,W,501388,367015,868403
11/17/2022,W,489196,368122,857318
11/18/2022,W,437859,348326,786185
11/19/2022,A,253918,231052,484970
11/20/2022,U,204456,163384,367840
11/21/2022,W,423423,299744,723167
11/22/2022,W,435161,314006,749167
11/23/2022,W,398091,275787,673878
11/24/2022,U,160200,111986,272186
11/25/2022,W,305747,216040,521787
11/26/2022,A,283619,206385,490004
11/27/2022,U,190990,145822,336812
11/28/2022,W,472849,306743,779592
11/29/2022,W,492390,346172,838562
11/30/2022,W,471180,342095,813275
12/01/2022,W,494028,351763,845791
12/02/2022,W,490109,327826,817935
12/03/2022,A,302524,235937,538461
12/04/2022,U,219158,175364,394522
12/05/2022,W,473036,301290,774326
12/06/2022,W,491402,343974,835376
12/07/2022,W,501570,348450,850020
12/08/2022,W,491122,354293,845415
12/09/2022,W,434379,310116,744495
12/10/2022,A,301199,250406,551605
12/11/2022,U,217920,181270,399190
12/12/2022,W,461205,309804,771009
12/13/2022,W,488778,350345,839123
12/14/2022,W,460656,334180,794836
12/15/2022,W,479951,357938,837889
